churn_id,customer_id,churn_date,churn_reason,churn_category,competitor,days_since_last_activity
7916,77975,2025-10-30,Service Quality,Service,None,39
7917,77978,2025-06-11,High Price,Commercial,None,67
7918,77983,2025-03-29,Poor Support,Service,None,15
7919,77986,2025-10-28,High Price,Commercial,None,23
7920,78008,2025-09-19,Competitor Offer,Commercial,Jio,53
7921,78013,2025-08-05,Service Quality,Service,None,19
7922,78015,2025-02-07,Personal Reasons,Other,None,50
7923,78025,2025-10-18,Service Quality,Service,None,44
7924,78029,2025-05-06,Poor Network,Service,None,41
7925,78030,2025-02-09,Service Quality,Service,None,115
7926,78041,2025-04-20,Competitor Offer,Commercial,Airtel,71
7927,78042,2025-10-08,Poor Support,Service,None,77
7928,78043,2025-06-27,Competitor Offer,Commercial,BSNL,105
7929,78056,2025-03-10,High Price,Commercial,None,113
7930,78057,2025-07-12,High Price,Commercial,None,96
7931,78071,2025-03-27,Relocation,Other,None,87
7932,78072,2025-05-26,Personal Reasons,Other,None,20
7933,78085,2025-08-02,Poor Network,Service,None,101
7934,78097,2025-06-23,Relocation,Other,None,59
7935,78105,2025-03-21,Service Quality,Service,None,58
7936,78115,2025-08-24,High Price,Commercial,None,49
7937,78121,2025-11-15,Service Quality,Service,None,31
7938,78124,2025-02-14,High Price,Commercial,None,35
7939,78127,2025-09-09,Personal Reasons,Other,None,110
7940,78137,2025-08-22,High Price,Commercial,None,98
7941,78140,2025-02-22,Poor Support,Service,None,91
7942,78141,2025-06-30,Competitor Offer,Commercial,Jio,10
7943,78143,2025-04-15,Service Quality,Service,None,66
7944,78145,2025-02-22,Poor Support,Service,None,19
7945,78162,2025-03-14,Poor Support,Service,None,29
7946,78165,2025-03-24,Poor Network,Service,None,16
7947,78206,2025-06-23,Competitor Offer,Commercial,Airtel,29
7948,78207,2025-02-21,Poor Network,Service,None,95
7949,78216,2025-04-19,Competitor Offer,Commercial,Vi,112
7950,78217,2025-05-14,Relocation,Other,None,56
7951,78244,2025-06-10,Poor Network,Service,None,13
7952,78259,2025-10-11,Poor Support,Service,None,67
7953,78280,2025-11-19,Competitor Offer,Commercial,BSNL,8
7954,78285,2025-04-19,Service Quality,Service,None,67
7955,78291,2025-10-26,Personal Reasons,Other,None,89
7956,78300,2025-05-29,Poor Support,Service,None,74
7957,78302,2025-02-14,Personal Reasons,Other,None,16
7958,78304,2025-05-31,Personal Reasons,Other,None,91
7959,78333,2025-06-19,Poor Network,Service,None,58
7960,78336,2025-03-20,Poor Support,Service,None,59
7961,78356,2025-03-27,Service Quality,Service,None,85
7962,78363,2025-12-30,High Price,Commercial,None,5
7963,78377,2025-03-31,Relocation,Other,None,115
7964,78395,2025-10-01,Service Quality,Service,None,66
7965,78408,2025-10-06,Relocation,Other,None,86
7966,78420,2025-05-31,High Price,Commercial,None,33
7967,78423,2025-06-22,Service Quality,Service,None,61
7968,78425,2025-02-03,Relocation,Other,None,37
7969,78457,2025-09-21,Poor Network,Service,None,78
7970,78458,2025-07-05,Relocation,Other,None,94
7971,78460,2025-07-24,Service Quality,Service,None,24
7972,78467,2025-04-11,Competitor Offer,Commercial,Vi,76
7973,78468,2025-06-02,Poor Network,Service,None,11
7974,78477,2025-02-23,Personal Reasons,Other,None,45
7975,78483,2025-09-02,Relocation,Other,None,88
7976,78495,2025-07-09,Personal Reasons,Other,None,60
7977,78507,2025-09-29,Personal Reasons,Other,None,31
7978,78525,2025-08-30,Service Quality,Service,None,50
7979,78531,2025-05-20,Personal Reasons,Other,None,14
7980,78562,2025-08-18,Poor Network,Service,None,8
7981,78573,2025-12-20,Service Quality,Service,None,93
7982,78580,2025-09-17,Personal Reasons,Other,None,80
7983,78590,2025-11-24,Competitor Offer,Commercial,Airtel,108
7984,78593,2025-05-20,Service Quality,Service,None,91
7985,78610,2025-12-29,Competitor Offer,Commercial,Airtel,59
7986,78621,2025-05-10,Relocation,Other,None,41
7987,78637,2025-06-14,Personal Reasons,Other,None,102
7988,78644,2025-08-07,Poor Network,Service,None,85
7989,78649,2025-10-12,Relocation,Other,None,50
7990,78654,2025-08-10,Relocation,Other,None,31
7991,78680,2025-08-02,Relocation,Other,None,16
7992,78687,2025-06-19,Competitor Offer,Commercial,Airtel,24
7993,78731,2025-12-13,Personal Reasons,Other,None,66
7994,78765,2025-05-16,Poor Support,Service,None,55
7995,78770,2025-12-09,Service Quality,Service,None,42
7996,78779,2025-10-09,Service Quality,Service,None,115
7997,78796,2025-07-21,Poor Network,Service,None,58
7998,78802,2025-10-20,Service Quality,Service,None,13
7999,78807,2025-08-22,Service Quality,Service,None,100
8000,78831,2025-10-27,High Price,Commercial,None,110
8001,78878,2025-08-28,High Price,Commercial,None,81
8002,78895,2025-12-10,Personal Reasons,Other,None,97
8003,78905,2025-09-19,Poor Support,Service,None,50
8004,78911,2025-09-06,Service Quality,Service,None,58
8005,78912,2025-02-27,Personal Reasons,Other,None,48
8006,78930,2025-10-25,Competitor Offer,Commercial,BSNL,76
8007,78952,2025-05-09,Service Quality,Service,None,28
8008,78966,2025-10-02,High Price,Commercial,None,92
8009,78975,2025-12-01,Personal Reasons,Other,None,9
8010,78989,2025-12-01,Competitor Offer,Commercial,BSNL,28
8011,78995,2025-05-11,Poor Network,Service,None,13
8012,78996,2025-06-02,Competitor Offer,Commercial,BSNL,106
8013,79002,2025-03-22,Personal Reasons,Other,None,116
8014,79035,2025-10-13,Competitor Offer,Commercial,BSNL,117
8015,79048,2025-03-03,Competitor Offer,Commercial,Airtel,40
8016,79049,2025-05-10,Personal Reasons,Other,None,107
8017,79059,2025-07-25,High Price,Commercial,None,72
8018,79061,2025-08-13,Service Quality,Service,None,76
8019,79066,2025-02-27,Relocation,Other,None,50
8020,79072,2025-02-22,Poor Network,Service,None,59
8021,79083,2025-11-02,Poor Support,Service,None,88
8022,79088,2025-08-07,Competitor Offer,Commercial,Vi,75
8023,79113,2025-10-30,High Price,Commercial,None,97
8024,79115,2025-03-14,Competitor Offer,Commercial,BSNL,110
8025,79123,2025-06-09,Relocation,Other,None,96
8026,79136,2025-09-06,Relocation,Other,None,15
8027,79137,2025-09-13,Poor Network,Service,None,115
8028,79147,2025-10-26,Service Quality,Service,None,70
8029,79155,2025-09-18,Poor Network,Service,None,95
8030,79165,2025-11-05,Poor Support,Service,None,107
8031,79167,2025-02-17,Competitor Offer,Commercial,Jio,7
8032,79194,2025-08-19,Personal Reasons,Other,None,59
8033,79205,2025-12-12,Relocation,Other,None,31
8034,79217,2025-08-08,Service Quality,Service,None,59
8035,79218,2025-12-16,Poor Network,Service,None,44
8036,79220,2025-05-13,Personal Reasons,Other,None,6
8037,79239,2025-02-02,Competitor Offer,Commercial,BSNL,31
8038,79250,2025-05-25,Competitor Offer,Commercial,Jio,15
8039,79269,2025-02-10,Competitor Offer,Commercial,Jio,107
8040,79275,2025-04-22,Competitor Offer,Commercial,Airtel,77
8041,79276,2025-08-07,Poor Network,Service,None,76
8042,79292,2025-06-17,Personal Reasons,Other,None,42
8043,79293,2025-11-25,Service Quality,Service,None,116
8044,79295,2025-10-30,Personal Reasons,Other,None,20
8045,79302,2025-04-30,Poor Support,Service,None,89
8046,79306,2025-07-20,Service Quality,Service,None,56
8047,79329,2025-04-28,Poor Support,Service,None,96
8048,79333,2025-08-25,Personal Reasons,Other,None,105
8049,79334,2025-02-17,Personal Reasons,Other,None,30
8050,79342,2025-10-01,High Price,Commercial,None,17
8051,79349,2025-07-03,Service Quality,Service,None,56
8052,79351,2025-02-04,Service Quality,Service,None,16
8053,79373,2025-09-30,Competitor Offer,Commercial,Vi,76
8054,79375,2025-02-05,Poor Support,Service,None,100
8055,79378,2025-11-30,Poor Network,Service,None,27
8056,79382,2025-10-25,Service Quality,Service,None,55
8057,79400,2025-06-05,High Price,Commercial,None,117
8058,79404,2025-09-05,Poor Support,Service,None,79
8059,79406,2025-07-27,Competitor Offer,Commercial,Airtel,116
8060,79407,2025-03-29,Poor Support,Service,None,90
8061,79413,2025-06-19,High Price,Commercial,None,119
8062,79425,2025-10-14,Competitor Offer,Commercial,BSNL,112
8063,79427,2025-02-04,Service Quality,Service,None,108
8064,79431,2025-08-27,Competitor Offer,Commercial,Vi,71
8065,79432,2025-03-24,High Price,Commercial,None,63
8066,79438,2025-09-20,Relocation,Other,None,96
8067,79441,2025-07-22,Poor Support,Service,None,38
8068,79442,2025-05-13,Service Quality,Service,None,63
8069,79446,2025-12-18,Competitor Offer,Commercial,Airtel,74
8070,79458,2025-03-09,Relocation,Other,None,8
8071,79468,2025-06-12,Poor Support,Service,None,82
8072,79476,2025-09-13,Poor Support,Service,None,44
8073,79481,2025-05-08,Poor Support,Service,None,20
8074,79497,2025-06-20,Competitor Offer,Commercial,Airtel,106
8075,79501,2025-07-31,Competitor Offer,Commercial,Jio,8
8076,79508,2025-08-17,Service Quality,Service,None,23
8077,79510,2025-08-07,Service Quality,Service,None,55
8078,79518,2025-08-23,High Price,Commercial,None,106
8079,79520,2025-08-31,Poor Network,Service,None,31
8080,79524,2025-02-22,Personal Reasons,Other,None,104
8081,79525,2025-02-20,Poor Support,Service,None,19
8082,79530,2025-05-23,Personal Reasons,Other,None,61
8083,79536,2025-08-18,Competitor Offer,Commercial,Airtel,52
8084,79538,2025-02-17,Poor Network,Service,None,46
8085,79544,2025-12-21,Service Quality,Service,None,116
8086,79552,2025-07-07,Relocation,Other,None,97
8087,79558,2025-12-12,Personal Reasons,Other,None,118
8088,79561,2025-08-28,Relocation,Other,None,116
8089,79567,2025-03-31,Poor Network,Service,None,78
8090,79572,2025-10-16,Poor Support,Service,None,107
8091,79575,2025-11-17,Personal Reasons,Other,None,83
8092,79579,2025-04-04,Poor Support,Service,None,107
8093,79599,2025-10-13,Poor Support,Service,None,60
8094,79600,2025-12-30,Relocation,Other,None,13
8095,79611,2025-02-19,High Price,Commercial,None,26
8096,79617,2025-08-07,High Price,Commercial,None,23
8097,79619,2025-11-04,Poor Network,Service,None,66
8098,79630,2025-11-25,Poor Network,Service,None,33
8099,79634,2025-03-23,Personal Reasons,Other,None,51
8100,79636,2025-05-25,High Price,Commercial,None,29
8101,79641,2025-06-15,Service Quality,Service,None,99
8102,79648,2025-05-06,High Price,Commercial,None,82
8103,79667,2025-07-22,Competitor Offer,Commercial,Jio,45
8104,79674,2025-05-13,High Price,Commercial,None,67
8105,79675,2025-03-28,Poor Support,Service,None,83
8106,79676,2025-03-06,Relocation,Other,None,25
8107,79681,2025-03-29,High Price,Commercial,None,78
8108,79686,2025-10-20,Poor Network,Service,None,18
8109,79691,2025-07-11,Competitor Offer,Commercial,Jio,97
8110,79711,2025-02-20,Poor Support,Service,None,107
8111,79730,2025-05-22,Relocation,Other,None,112
8112,79755,2025-11-03,Relocation,Other,None,115
8113,79764,2025-02-03,Personal Reasons,Other,None,42
8114,79769,2025-11-30,Poor Support,Service,None,45
8115,79774,2025-08-03,Service Quality,Service,None,26
8116,79785,2025-11-20,High Price,Commercial,None,74
8117,79786,2025-08-14,Relocation,Other,None,110
8118,79795,2025-05-09,High Price,Commercial,None,104
8119,79806,2025-06-10,High Price,Commercial,None,35
8120,79808,2025-10-30,Poor Support,Service,None,95
8121,79810,2025-12-19,Relocation,Other,None,107
8122,79854,2025-07-28,Competitor Offer,Commercial,BSNL,118
8123,79857,2025-08-31,Competitor Offer,Commercial,Vi,90
8124,79869,2025-04-16,Relocation,Other,None,72
8125,79884,2025-04-16,Poor Support,Service,None,100
8126,79894,2025-04-12,Relocation,Other,None,49
8127,79909,2025-10-08,Service Quality,Service,None,36
8128,79954,2025-04-23,High Price,Commercial,None,118
8129,79974,2025-05-31,Poor Support,Service,None,42
8130,79977,2025-05-14,Competitor Offer,Commercial,Vi,113
8131,80006,2025-05-09,Personal Reasons,Other,None,15
8132,80012,2025-11-13,Relocation,Other,None,50
8133,80016,2025-12-15,Personal Reasons,Other,None,72
8134,80050,2025-07-23,Service Quality,Service,None,13
8135,80055,2025-05-31,Relocation,Other,None,72
8136,80062,2025-05-02,Relocation,Other,None,9
8137,80067,2025-11-11,Competitor Offer,Commercial,BSNL,108
8138,80069,2025-06-19,Personal Reasons,Other,None,93
8139,80071,2025-10-19,Poor Support,Service,None,15
8140,80080,2025-03-02,Personal Reasons,Other,None,17
8141,80091,2025-12-04,Relocation,Other,None,94
8142,80093,2025-05-29,Relocation,Other,None,17
8143,80132,2025-06-13,Service Quality,Service,None,62
8144,80139,2025-03-30,Competitor Offer,Commercial,BSNL,11
8145,80155,2025-06-29,Personal Reasons,Other,None,35
8146,80194,2025-06-11,Poor Network,Service,None,119
8147,80209,2025-04-26,Personal Reasons,Other,None,29
8148,80223,2025-09-28,Service Quality,Service,None,82
8149,80224,2025-10-01,Personal Reasons,Other,None,79
8150,80226,2025-10-08,Competitor Offer,Commercial,BSNL,15
8151,80231,2025-12-18,Poor Support,Service,None,108
8152,80236,2025-09-24,Poor Network,Service,None,11
8153,80259,2025-08-15,Service Quality,Service,None,42
8154,80263,2025-08-14,Poor Support,Service,None,108
8155,80271,2025-04-22,Relocation,Other,None,15
8156,80274,2025-10-23,Competitor Offer,Commercial,Vi,39
8157,80277,2025-08-30,High Price,Commercial,None,92
8158,80308,2025-09-13,Service Quality,Service,None,24
8159,80311,2025-11-03,Relocation,Other,None,11
8160,80332,2025-02-04,Relocation,Other,None,88
8161,80341,2025-04-10,Competitor Offer,Commercial,Vi,59
8162,80347,2025-04-09,Personal Reasons,Other,None,93
8163,80350,2025-12-23,High Price,Commercial,None,17
8164,80358,2025-10-16,Relocation,Other,None,117
8165,80371,2025-08-22,High Price,Commercial,None,50
8166,80373,2025-12-10,Poor Network,Service,None,93
8167,80388,2025-10-03,Competitor Offer,Commercial,Vi,39
8168,80400,2025-09-06,Poor Network,Service,None,14
8169,80424,2025-05-20,Competitor Offer,Commercial,Airtel,108
8170,80438,2025-05-05,Poor Network,Service,None,110
8171,80462,2025-11-05,Competitor Offer,Commercial,Jio,98
8172,80463,2025-09-05,Service Quality,Service,None,45
8173,80471,2025-08-03,Competitor Offer,Commercial,Airtel,25
8174,80472,2025-05-11,Poor Network,Service,None,35
8175,80509,2025-12-02,Service Quality,Service,None,88
8176,80510,2025-05-06,Relocation,Other,None,115
8177,80511,2025-03-26,Personal Reasons,Other,None,80
8178,80516,2025-09-16,Relocation,Other,None,91
8179,80521,2025-05-06,High Price,Commercial,None,71
8180,80522,2025-03-02,Poor Network,Service,None,61
8181,80540,2025-04-22,High Price,Commercial,None,115
8182,80542,2025-08-06,High Price,Commercial,None,84
8183,80559,2025-03-13,Personal Reasons,Other,None,29
8184,80564,2025-11-03,High Price,Commercial,None,43
8185,80568,2025-11-04,High Price,Commercial,None,50
8186,80570,2025-09-29,Service Quality,Service,None,65
8187,80571,2025-11-14,Service Quality,Service,None,96
8188,80575,2025-11-16,Service Quality,Service,None,56
8189,80586,2025-06-09,Relocation,Other,None,103
8190,80588,2025-04-13,Competitor Offer,Commercial,Jio,91
8191,80589,2025-07-06,Personal Reasons,Other,None,75
8192,80595,2025-12-01,Poor Network,Service,None,32
8193,80612,2025-05-26,High Price,Commercial,None,17
8194,80613,2025-06-28,Service Quality,Service,None,105
8195,80614,2025-04-25,Service Quality,Service,None,58
8196,80620,2025-05-09,High Price,Commercial,None,5
8197,80630,2025-12-06,Poor Network,Service,None,47
8198,80631,2025-12-06,High Price,Commercial,None,104
8199,80632,2025-07-16,High Price,Commercial,None,62
8200,80633,2025-11-24,Competitor Offer,Commercial,Jio,42
8201,80635,2025-06-08,Service Quality,Service,None,41
8202,80653,2025-02-10,Competitor Offer,Commercial,BSNL,63
8203,80662,2025-12-17,Relocation,Other,None,15
8204,80677,2025-02-18,Poor Network,Service,None,57
8205,80692,2025-04-25,Service Quality,Service,None,69
8206,80697,2025-12-27,Poor Network,Service,None,93
8207,80703,2025-10-27,Poor Network,Service,None,30
8208,80706,2025-05-19,Personal Reasons,Other,None,13
8209,80718,2025-12-07,Service Quality,Service,None,31
8210,80724,2025-04-06,Competitor Offer,Commercial,Jio,30
8211,80742,2025-11-11,Competitor Offer,Commercial,Jio,117
8212,80747,2025-04-22,Poor Support,Service,None,9
8213,80765,2025-02-03,Poor Support,Service,None,27
8214,80771,2025-03-25,Competitor Offer,Commercial,BSNL,114
8215,80776,2025-05-05,Poor Network,Service,None,21
8216,80782,2025-11-04,Poor Support,Service,None,93
8217,80787,2025-10-05,Competitor Offer,Commercial,BSNL,25
8218,80794,2025-09-22,Personal Reasons,Other,None,99
8219,80798,2025-04-22,Poor Network,Service,None,116
8220,80824,2025-05-22,Poor Support,Service,None,99
8221,80826,2025-04-27,Personal Reasons,Other,None,39
8222,80828,2025-11-27,Relocation,Other,None,87
8223,80842,2025-11-11,High Price,Commercial,None,111
8224,80856,2025-05-23,Poor Network,Service,None,106
8225,80860,2025-05-25,Personal Reasons,Other,None,48
8226,80869,2025-03-29,Service Quality,Service,None,7
8227,80881,2025-04-27,Poor Support,Service,None,118
8228,80900,2025-04-25,Relocation,Other,None,29
8229,80934,2025-11-29,Relocation,Other,None,46
8230,80937,2025-04-19,Poor Support,Service,None,69
8231,80955,2025-04-07,Relocation,Other,None,15
8232,80971,2025-03-26,Poor Network,Service,None,114
8233,81016,2025-09-30,Relocation,Other,None,7
8234,81021,2025-04-20,High Price,Commercial,None,38
8235,81026,2025-10-27,Competitor Offer,Commercial,BSNL,31
8236,81049,2025-12-30,Poor Network,Service,None,47
8237,81051,2025-06-14,Relocation,Other,None,83
8238,81056,2025-09-23,Competitor Offer,Commercial,Vi,41
8239,81092,2025-11-27,Service Quality,Service,None,79
8240,81102,2025-10-14,Poor Network,Service,None,80
8241,81112,2025-10-18,Personal Reasons,Other,None,45
8242,81115,2025-11-25,Poor Support,Service,None,34
8243,81140,2025-08-29,Personal Reasons,Other,None,34
8244,81148,2025-11-23,Relocation,Other,None,84
8245,81156,2025-10-21,Poor Support,Service,None,49
8246,81159,2025-05-16,Service Quality,Service,None,53
8247,81160,2025-06-01,Competitor Offer,Commercial,Jio,118
8248,81167,2025-04-10,Service Quality,Service,None,39
8249,81195,2025-03-21,High Price,Commercial,None,83
8250,81207,2025-03-21,Service Quality,Service,None,33
8251,81209,2025-07-16,High Price,Commercial,None,84
8252,81217,2025-09-14,Poor Network,Service,None,41
8253,81241,2025-08-25,Poor Network,Service,None,25
8254,81246,2025-09-23,High Price,Commercial,None,53
8255,81247,2025-06-23,Personal Reasons,Other,None,101
8256,81254,2025-06-12,Poor Support,Service,None,24
8257,81265,2025-08-26,Poor Support,Service,None,26
8258,81276,2025-07-04,Service Quality,Service,None,71
8259,81278,2025-07-23,Poor Network,Service,None,119
8260,81286,2025-10-29,Competitor Offer,Commercial,BSNL,35
8261,81292,2025-09-13,Personal Reasons,Other,None,25
8262,81309,2025-10-10,Competitor Offer,Commercial,Vi,64
8263,81315,2025-12-04,Poor Support,Service,None,29
8264,81333,2025-03-13,Personal Reasons,Other,None,38
8265,81336,2025-04-17,Relocation,Other,None,33
8266,81340,2025-12-07,Service Quality,Service,None,84
8267,81369,2025-06-20,Competitor Offer,Commercial,Vi,74
8268,81376,2025-03-31,Personal Reasons,Other,None,119
8269,81377,2025-06-13,Relocation,Other,None,61
8270,81380,2025-04-11,Service Quality,Service,None,79
8271,81418,2025-12-29,Competitor Offer,Commercial,Vi,113
8272,81419,2025-02-03,Service Quality,Service,None,23
8273,81425,2025-09-30,Relocation,Other,None,21
8274,81433,2025-09-15,Relocation,Other,None,64
8275,81443,2025-05-21,Service Quality,Service,None,60
8276,81454,2025-08-23,Poor Network,Service,None,110
8277,81463,2025-10-28,Service Quality,Service,None,81
8278,81464,2025-05-03,Personal Reasons,Other,None,75
8279,81468,2025-10-14,Relocation,Other,None,17
8280,81469,2025-03-28,Poor Network,Service,None,6
8281,81481,2025-05-13,Relocation,Other,None,115
8282,81486,2025-11-25,Poor Network,Service,None,12
8283,81500,2025-11-27,High Price,Commercial,None,13
8284,81502,2025-03-16,Competitor Offer,Commercial,BSNL,52
8285,81525,2025-05-16,High Price,Commercial,None,78
8286,81527,2025-02-27,Personal Reasons,Other,None,25
8287,81532,2025-11-06,Poor Support,Service,None,52
8288,81544,2025-09-24,High Price,Commercial,None,105
8289,81545,2025-07-21,Service Quality,Service,None,115
8290,81553,2025-05-10,Competitor Offer,Commercial,Jio,11
8291,81554,2025-04-27,Poor Support,Service,None,85
8292,81559,2025-10-22,Relocation,Other,None,81
8293,81573,2025-02-04,Poor Network,Service,None,109
8294,81587,2025-05-20,Poor Support,Service,None,101
8295,81595,2025-10-16,Service Quality,Service,None,70
8296,81600,2025-11-27,Relocation,Other,None,74
8297,81608,2025-11-29,Service Quality,Service,None,66
8298,81615,2025-04-03,Poor Network,Service,None,112
8299,81616,2025-12-30,High Price,Commercial,None,34
8300,81619,2025-10-05,High Price,Commercial,None,76
8301,81623,2025-07-22,Poor Support,Service,None,86
8302,81638,2025-10-12,High Price,Commercial,None,104
8303,81651,2025-06-30,Relocation,Other,None,80
8304,81652,2025-04-27,Competitor Offer,Commercial,Jio,42
8305,81671,2025-04-19,Competitor Offer,Commercial,Airtel,45
8306,81675,2025-05-29,Service Quality,Service,None,37
8307,81693,2025-07-11,High Price,Commercial,None,47
8308,81694,2025-02-14,Poor Network,Service,None,59
8309,81699,2025-12-21,Competitor Offer,Commercial,Airtel,107
8310,81709,2025-11-16,Service Quality,Service,None,68
8311,81715,2025-07-30,Personal Reasons,Other,None,113
8312,81719,2025-09-06,Poor Network,Service,None,63
8313,81720,2025-04-18,Competitor Offer,Commercial,BSNL,11
8314,81722,2025-05-19,Poor Support,Service,None,34
8315,81729,2025-03-03,Service Quality,Service,None,87
8316,81741,2025-10-26,Relocation,Other,None,81
8317,81745,2025-03-03,Competitor Offer,Commercial,Airtel,55
8318,81764,2025-09-17,Relocation,Other,None,70
8319,81777,2025-12-26,Relocation,Other,None,72
8320,81783,2025-06-14,Poor Network,Service,None,49
8321,81790,2025-12-05,High Price,Commercial,None,50
8322,81824,2025-06-29,Service Quality,Service,None,86
8323,81829,2025-04-09,Service Quality,Service,None,42
8324,81833,2025-05-11,Relocation,Other,None,12
8325,81839,2025-03-06,Personal Reasons,Other,None,99
8326,81851,2025-08-31,Poor Network,Service,None,111
8327,81853,2025-10-30,Poor Support,Service,None,115
8328,81862,2025-05-25,Personal Reasons,Other,None,79
8329,81865,2025-04-06,High Price,Commercial,None,104
8330,81885,2025-04-22,Competitor Offer,Commercial,Vi,77
8331,81904,2025-05-22,Poor Support,Service,None,29
8332,81913,2025-12-18,Relocation,Other,None,41
8333,81916,2025-12-16,High Price,Commercial,None,112
8334,81921,2025-10-20,Poor Support,Service,None,101
8335,81923,2025-02-12,Relocation,Other,None,33
8336,81926,2025-02-19,High Price,Commercial,None,9
8337,81940,2025-06-17,Personal Reasons,Other,None,37
8338,81969,2025-05-08,High Price,Commercial,None,74
8339,81971,2025-11-07,Service Quality,Service,None,86
8340,81972,2025-05-26,Relocation,Other,None,89
8341,81976,2025-03-09,High Price,Commercial,None,15
8342,81978,2025-12-21,Relocation,Other,None,43
8343,81986,2025-10-03,Poor Support,Service,None,70
8344,81993,2025-10-18,Service Quality,Service,None,114
8345,81997,2025-02-25,Service Quality,Service,None,103
8346,82000,2025-12-24,Service Quality,Service,None,96
8347,82007,2025-07-29,Competitor Offer,Commercial,Airtel,79
8348,82013,2025-06-22,Poor Network,Service,None,31
8349,82020,2025-08-03,High Price,Commercial,None,22
8350,82033,2025-03-11,Personal Reasons,Other,None,71
8351,82057,2025-10-10,High Price,Commercial,None,43
8352,82059,2025-02-15,Competitor Offer,Commercial,Airtel,49
8353,82063,2025-06-04,Poor Network,Service,None,105
8354,82089,2025-05-12,Competitor Offer,Commercial,Vi,36
8355,82094,2025-06-05,Personal Reasons,Other,None,44
8356,82104,2025-09-24,High Price,Commercial,None,101
8357,82108,2025-04-21,Poor Network,Service,None,56
8358,82122,2025-04-12,Personal Reasons,Other,None,105
8359,82126,2025-10-05,Service Quality,Service,None,14
8360,82127,2025-05-06,High Price,Commercial,None,74
8361,82129,2025-05-15,Service Quality,Service,None,27
8362,82130,2025-11-19,High Price,Commercial,None,99
8363,82144,2025-11-01,Service Quality,Service,None,75
8364,82149,2025-04-08,Relocation,Other,None,106
8365,82150,2025-10-03,Poor Network,Service,None,77
8366,82158,2025-11-14,Personal Reasons,Other,None,22
8367,82194,2025-11-03,Service Quality,Service,None,54
8368,82203,2025-03-18,High Price,Commercial,None,59
8369,82220,2025-07-29,Personal Reasons,Other,None,51
8370,82251,2025-09-03,Poor Support,Service,None,114
8371,82276,2025-04-20,Competitor Offer,Commercial,Jio,43
8372,82293,2025-08-09,Personal Reasons,Other,None,67
8373,82298,2025-04-19,Competitor Offer,Commercial,BSNL,35
8374,82307,2025-03-20,Relocation,Other,None,43
8375,82319,2025-10-16,High Price,Commercial,None,55
8376,82325,2025-05-30,Poor Support,Service,None,118
8377,82326,2025-10-10,Poor Support,Service,None,114
8378,82327,2025-12-15,Personal Reasons,Other,None,110
8379,82335,2025-05-16,Poor Network,Service,None,98
8380,82354,2025-06-30,Poor Support,Service,None,88
8381,82357,2025-09-26,Competitor Offer,Commercial,BSNL,93
8382,82361,2025-06-02,Service Quality,Service,None,20
8383,82391,2025-11-02,Service Quality,Service,None,24
8384,82396,2025-10-20,Competitor Offer,Commercial,BSNL,101
8385,82404,2025-03-26,Competitor Offer,Commercial,Jio,72
8386,82407,2025-05-01,Service Quality,Service,None,89
8387,82418,2025-12-01,Poor Network,Service,None,46
8388,82425,2025-11-29,Competitor Offer,Commercial,Vi,48
8389,82448,2025-02-13,Service Quality,Service,None,30
8390,82451,2025-12-29,High Price,Commercial,None,38
8391,82485,2025-03-30,Relocation,Other,None,76
8392,82494,2025-05-11,Service Quality,Service,None,43
8393,82495,2025-02-22,Competitor Offer,Commercial,Airtel,59
8394,82500,2025-04-21,Poor Support,Service,None,78
8395,82502,2025-10-29,Competitor Offer,Commercial,Jio,27
8396,82525,2025-06-18,Relocation,Other,None,30
8397,82543,2025-11-28,Personal Reasons,Other,None,76
8398,82549,2025-02-09,Relocation,Other,None,62
8399,82579,2025-11-20,Relocation,Other,None,12
8400,82580,2025-09-15,Service Quality,Service,None,94
8401,82582,2025-03-30,Personal Reasons,Other,None,11
8402,82586,2025-09-22,High Price,Commercial,None,47
8403,82600,2025-10-12,Relocation,Other,None,31
8404,82604,2025-07-29,Competitor Offer,Commercial,Airtel,67
8405,82605,2025-07-15,Competitor Offer,Commercial,Airtel,38
8406,82618,2025-07-28,Poor Support,Service,None,69
8407,82624,2025-02-15,Service Quality,Service,None,43
8408,82625,2025-05-28,Poor Support,Service,None,111
8409,82630,2025-11-10,Poor Network,Service,None,45
8410,82631,2025-07-28,Poor Network,Service,None,48
8411,82632,2025-09-11,Competitor Offer,Commercial,Vi,74
8412,82638,2025-05-18,Poor Network,Service,None,23
8413,82653,2025-07-23,Poor Network,Service,None,90
8414,82665,2025-09-15,Service Quality,Service,None,109
8415,82668,2025-05-19,Relocation,Other,None,84
8416,82674,2025-07-08,Service Quality,Service,None,10
8417,82701,2025-11-25,High Price,Commercial,None,14
8418,82702,2025-04-20,Relocation,Other,None,78
8419,82713,2025-12-11,Poor Support,Service,None,116
8420,82727,2025-03-17,High Price,Commercial,None,76
8421,82747,2025-07-16,Personal Reasons,Other,None,119
8422,82748,2025-12-02,Relocation,Other,None,91
8423,82755,2025-03-16,Competitor Offer,Commercial,BSNL,9
8424,82756,2025-11-05,Poor Network,Service,None,32
8425,82771,2025-06-16,High Price,Commercial,None,6
8426,82776,2025-07-15,High Price,Commercial,None,9
8427,82778,2025-04-16,Poor Network,Service,None,43
8428,82782,2025-08-17,Poor Support,Service,None,24
8429,82798,2025-03-26,Relocation,Other,None,105
